"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"NCB06",17.6,"Low Fat",0.082316506,"Health and Hygiene",160.692,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1597.92
"NCB07",,"Low Fat",0.077132215,"Household",197.411,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5892.33
"NCB18",,"Low Fat",0.041091215,"Household",89.5514,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3364.9532
"NCB18",19.6,"Low Fat",0.041283361,"Household",87.0514,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2125.2336
"NCB18",19.6,"Low Fat",0.041291169,"Household",86.9514,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1416.8224
"NCB18",19.6,"Low Fat",0.041459372,"Household",89.6514,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1239.7196
"NCB18",19.6,"Low Fat",0.069112952,"Household",90.1514,"OUT010",1998,,"Tier 3","Grocery Store",442.757
"NCB19",6.525,"Low Fat",0.090806457,"Household",86.4882,"OUT017",2007,,"Tier 2","Supermarket Type1",1631.8758
"NCB30",14.6,"Low Fat",0.025698134,"Household",196.5084,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1587.2672
"NCB31",,"Low Fat",0.118099673,"Household",262.891,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5522.811
"NCB31",6.235,"Low Fat",0.118915034,"Household",264.791,"OUT045",2002,,"Tier 2","Supermarket Type1",2103.928
"NCB31",6.235,"Low Fat",0.119345629,"Household",261.991,"OUT017",2007,,"Tier 2","Supermarket Type1",2366.919
"NCB42",11.8,"LF",0.008554052,"Health and Hygiene",116.9492,"OUT013",1987,"High","Tier 3","Supermarket Type1",1969.4364
"NCB42",11.8,"Low Fat",0.008596051,"Health and Hygiene",115.3492,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1621.8888
"NCB43",20.2,"Low Fat",0,"Household",187.1898,"OUT013",1987,"High","Tier 3","Supermarket Type1",2993.4368
"NCB43",,"Low Fat",0.099428487,"Household",187.8898,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7296.5022
"NCB55",15.7,"Low Fat",0.160663021,"Household",59.4562,"OUT046",1997,"Small","Tier 1","Supermarket Type1",829.5868
"NCB55",15.7,"Low Fat",0.16098885,"Household",57.8562,"OUT045",2002,,"Tier 2","Supermarket Type1",651.8182
"NCC06",19,"Low Fat",0.026963909,"Household",129.8336,"OUT013",1987,"High","Tier 3","Supermarket Type1",3451.5072
"NCC06",19,"Low Fat",0.026986367,"Household",127.1336,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2812.3392
"NCC07",19.6,"Low Fat",0.023951149,"Household",105.6964,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1577.946
"NCC07",19.6,"Low Fat",0.023988387,"Household",104.5964,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1262.3568
"NCC07",19.6,"Low Fat",0.023999722,"Household",104.0964,"OUT045",2002,,"Tier 2","Supermarket Type1",525.982
"NCC18",19.1,"Low Fat",0.177236497,"Household",172.3422,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2586.633
"NCC19",,"Low Fat",0.096411426,"Household",192.982,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4633.968
"NCC19",6.57,"Low Fat",0.096862255,"Household",193.982,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2316.984
"NCC19",6.57,"Low Fat",0.096880574,"Household",191.482,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5020.132
"NCC30",16.6,"Low Fat",0.027556247,"Household",176.6344,"OUT013",1987,"High","Tier 3","Supermarket Type1",1962.7784
"NCC30",16.6,"Low Fat",0.027579198,"Household",178.7344,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1605.9096
"NCC30",16.6,"Low Fat",0.046161923,"Household",176.6344,"OUT010",1998,,"Tier 3","Grocery Store",356.8688
"NCC31",8.02,"Low Fat",0.019866705,"Household",154.5972,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1402.1748
"NCC31",8.02,"LF",0.033259081,"Household",154.2972,"OUT010",1998,,"Tier 3","Grocery Store",1090.5804
"NCC42",15,"Low Fat",0.04499948,"Health and Hygiene",140.4838,"OUT045",2002,,"Tier 2","Supermarket Type1",1685.8056
"NCC43",7.39,"Low Fat",0.092927148,"Household",249.5066,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4267.1122
"NCC54",17.75,"Low Fat",0.097862839,"Health and Hygiene",239.3196,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3615.294
"NCD06",13,"low fat",0.099242622,"Household",46.306,"OUT013",1987,"High","Tier 3","Supermarket Type1",699.09
"NCD07",9.1,"LF",0,"Household",115.4518,"OUT017",2007,,"Tier 2","Supermarket Type1",2390.8878
"NCD18",16,"Low Fat",0.072608647,"Household",228.3668,"OUT013",1987,"High","Tier 3","Supermarket Type1",5298.4364
"NCD19",8.93,"Low Fat",0,"Household",55.4614,"OUT045",2002,,"Tier 2","Supermarket Type1",331.5684
"NCD19",8.93,"Low Fat",0,"Household",53.8614,"OUT013",1987,"High","Tier 3","Supermarket Type1",994.7052
"NCD19",8.93,"Low Fat",0.022059594,"Household",56.0614,"OUT010",1998,,"Tier 3","Grocery Store",276.307
"NCD30",,"Low Fat",0,"Household",98.1726,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",978.726
"NCD42",,"Low Fat",0,"Health and Hygiene",37.3506,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1024.6662
"NCD42",16.5,"Low Fat",0.012663476,"Health and Hygiene",39.3506,"OUT045",2002,,"Tier 2","Supermarket Type1",645.1602
"NCD43",8.85,"Low Fat",0.016052446,"Household",106.7964,"OUT045",2002,,"Tier 2","Supermarket Type1",1367.5532
"NCD43",8.85,"Low Fat",0.026814124,"Household",103.7964,"OUT010",1998,,"Tier 3","Grocery Store",210.3928
"NCD54",,"Low Fat",0.028868467,"Household",146.3786,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5056.751
"NCD54",21.1,"Low Fat",0.029173031,"Household",145.7786,"OUT017",2007,,"Tier 2","Supermarket Type1",1444.786
"NCE06",5.825,"LF",0.153127523,"Household",162.4894,"OUT010",1998,,"Tier 3","Grocery Store",323.5788
"NCE06",,"Low Fat",0.160178832,"Household",160.2894,"OUT019",1985,"Small","Tier 1","Grocery Store",323.5788
"NCE07",8.18,"Low Fat",0.0132043,"Household",143.8154,"OUT017",2007,,"Tier 2","Supermarket Type1",2694.4926
"NCE07",8.18,"Low Fat",0.02197698,"Household",140.6154,"OUT010",1998,,"Tier 3","Grocery Store",425.4462
"NCE18",10,"Low Fat",0.021421289,"Household",248.375,"OUT035",2004,"Small","Tier 2","Supermarket Type1",7240.575
"NCE18",10,"Low Fat",0.021425341,"Household",250.175,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2996.1
"NCE30",16,"Low Fat",0.099053537,"Household",212.6902,"OUT013",1987,"High","Tier 3","Supermarket Type1",637.1706
"NCE30",16,"Low Fat",0.09911729,"Household",210.7902,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4460.1942
"NCE30",16,"Low Fat",0.099290166,"Household",214.0902,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1486.7314
"NCE30",,"Low Fat",0.173574402,"Household",214.0902,"OUT019",1985,"Small","Tier 1","Grocery Store",1061.951
"NCE42",21.1,"low fat",0,"Household",233.2958,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2103.2622
"NCE42",,"Low Fat",0.01055095,"Household",234.9958,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",13086.9648
"NCE43",12.5,"Low Fat",0.17314115,"Household",168.4448,"OUT010",1998,,"Tier 3","Grocery Store",170.4448
"NCE54",20.7,"Low Fat",0.026899856,"Household",73.9354,"OUT046",1997,"Small","Tier 1","Supermarket Type1",677.1186
"NCE54",20.7,"Low Fat",0.02695441,"Household",73.2354,"OUT045",2002,,"Tier 2","Supermarket Type1",1504.708
"NCE55",8.92,"Low Fat",0.130191993,"Household",176.837,"OUT045",2002,,"Tier 2","Supermarket Type1",2117.244
"NCF06",6.235,"Low Fat",0.033807904,"Household",258.9962,"OUT010",1998,,"Tier 3","Grocery Store",258.9962
"NCF07",,"Low Fat",0.031867464,"Household",101.0016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2125.2336
"NCF07",9,"Low Fat",0.032152981,"Household",102.0016,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1518.024
"NCF07",9,"Low Fat",0.032203667,"Household",100.8016,"OUT017",2007,,"Tier 2","Supermarket Type1",1113.2176
"NCF18",,"Low Fat",0.088551694,"Household",191.5504,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5944.2624
"NCF19",13,"Low Fat",0.035079516,"Household",47.9034,"OUT013",1987,"High","Tier 3","Supermarket Type1",583.2408
"NCF19",13,"Low Fat",0.03525175,"Household",48.0034,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",923.4646
"NCF30",17,"Low Fat",0.126440335,"Household",125.2362,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1384.1982
"NCF30",17,"Low Fat",0.126958147,"Household",125.8362,"OUT017",2007,,"Tier 2","Supermarket Type1",2516.724
"NCF30",17,"Low Fat",0.211306673,"Household",125.1362,"OUT010",1998,,"Tier 3","Grocery Store",251.6724
"NCF42",17.35,"Low Fat",0.167351411,"Household",176.0712,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2109.2544
"NCF42",17.35,"Low Fat",0.167383061,"Household",175.6712,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2812.3392
"NCF42",17.35,"Low Fat",0.280164929,"Household",177.5712,"OUT010",1998,,"Tier 3","Grocery Store",527.3136
"NCF42",,"Low Fat",0.293066133,"Household",177.0712,"OUT019",1985,"Small","Tier 1","Grocery Store",351.5424
"NCF43",8.51,"Low Fat",0,"Household",142.147,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1717.764
"NCF43",8.51,"Low Fat",0.052239735,"Household",141.947,"OUT017",2007,,"Tier 2","Supermarket Type1",2004.058
"NCF54",18,"Low Fat",0.047377053,"Household",171.1422,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2931.5174
"NCF54",18,"Low Fat",0.047473135,"Household",170.5422,"OUT045",2002,,"Tier 2","Supermarket Type1",3103.9596
"NCF54",18,"Low Fat",0.047645037,"Household",172.6422,"OUT017",2007,,"Tier 2","Supermarket Type1",2931.5174
"NCG06",16.35,"Low Fat",0.029420857,"Household",256.9646,"OUT013",1987,"High","Tier 3","Supermarket Type1",4637.9628
"NCG07",12.3,"Low Fat",0.052458358,"Household",188.753,"OUT013",1987,"High","Tier 3","Supermarket Type1",3795.06
"NCG07",12.3,"Low Fat",0.052492122,"Household",191.053,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3415.554
"NCG07",12.3,"Low Fat",0.05271592,"Household",189.653,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",569.259
"NCG07",,"Low Fat",0.091924311,"Household",189.753,"OUT019",1985,"Small","Tier 1","Grocery Store",189.753
"NCG18",,"Low Fat",0.02286663,"Household",102.8332,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2768.3964
"NCG19",20.25,"Low Fat",0.14781046,"Household",234.8616,"OUT013",1987,"High","Tier 3","Supermarket Type1",2812.3392
"NCG19",20.25,"Low Fat",0.148163564,"Household",232.7616,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1874.8928
"NCG30",20.2,"Low Fat",0.112227747,"Household",123.5046,"OUT013",1987,"High","Tier 3","Supermarket Type1",2739.1012
"NCG30",20.2,"Low Fat",0.112549008,"Household",123.1046,"OUT045",2002,,"Tier 2","Supermarket Type1",1120.5414
"NCG30",,"Low Fat",0.196659953,"Household",125.8046,"OUT019",1985,"Small","Tier 1","Grocery Store",249.0092
"NCG43",,"Low Fat",0.129983688,"Household",93.0462,"OUT019",1985,"Small","Tier 1","Grocery Store",185.0924
"NCG54",12.1,"Low Fat",0.079806266,"Household",172.1106,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3422.212
"NCG54",12.1,"Low Fat",0.079968115,"Household",170.8106,"OUT045",2002,,"Tier 2","Supermarket Type1",4619.9862
"NCG54",12.1,"Low Fat",0.080131363,"Household",170.9106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1539.9954
"NCG55",16.25,"Low Fat",0.039207025,"Household",116.1176,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2633.9048
"NCH06",12.3,"Low Fat",0.076709639,"Household",247.846,"OUT045",2002,,"Tier 2","Supermarket Type1",3448.844
"NCH06",12.3,"Low Fat",0.076987408,"Household",247.946,"OUT017",2007,,"Tier 2","Supermarket Type1",3202.498
"NCH07",13.15,"Low Fat",0.093191195,"Household",158.1604,"OUT017",2007,,"Tier 2","Supermarket Type1",1426.1436
"NCH18",9.3,"Low Fat",0.074753743,"Household",246.4802,"OUT010",1998,,"Tier 3","Grocery Store",982.7208
"NCH30",17.1,"Low Fat",0,"Household",114.686,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.232
"NCH30",17.1,"Low Fat",0.067154053,"Household",114.386,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1245.046
"NCH30",17.1,"Low Fat",0.112402118,"Household",112.986,"OUT010",1998,,"Tier 3","Grocery Store",113.186
"NCH42",6.86,"Low Fat",0.036686158,"Household",229.601,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2526.711
"NCH42",6.86,"Low Fat",0.03674399,"Household",231.201,"OUT017",2007,,"Tier 2","Supermarket Type1",6201.927
"NCH43",8.42,"Low Fat",0.070510189,"Household",214.4192,"OUT013",1987,"High","Tier 3","Supermarket Type1",1725.7536
"NCH43",,"Low Fat",0.123557061,"Household",216.6192,"OUT019",1985,"Small","Tier 1","Grocery Store",215.7192
"NCH54",13.5,"Low Fat",0.07266912,"Household",160.292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1438.128
"NCH55",,"Low Fat",0.034504414,"Household",125.202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2783.044
"NCH55",16.35,"Low Fat",0.034726222,"Household",125.602,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3036.048
"NCH55",16.35,"Low Fat",0.058034349,"Household",124.802,"OUT010",1998,,"Tier 3","Grocery Store",253.004
"NCH55",,"Low Fat",0.060706749,"Household",127.502,"OUT019",1985,"Small","Tier 1","Grocery Store",379.506
"NCI06",11.3,"Low Fat",0.047912071,"Household",179.866,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1258.362
"NCI17",,"Low Fat",0.142728113,"Health and Hygiene",95.141,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2510.066
"NCI17",8.645,"Low Fat",0.143303291,"Health and Hygiene",96.341,"OUT013",1987,"High","Tier 3","Supermarket Type1",193.082
"NCI17",8.645,"Low Fat",0.143713508,"Health and Hygiene",96.641,"OUT045",2002,,"Tier 2","Supermarket Type1",868.869
"NCI29",8.6,"Low Fat",0.032806066,"Health and Hygiene",143.6154,"OUT017",2007,,"Tier 2","Supermarket Type1",2127.231
"NCI29",8.6,"Low Fat",0.054601779,"Health and Hygiene",141.1154,"OUT010",1998,,"Tier 3","Grocery Store",425.4462
"NCI30",20.25,"Low Fat",0.0591756,"Household",245.046,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4680.574
"NCI31",20,"Low Fat",0.0814536,"Others",36.819,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",768.999
"NCI31",20,"Low Fat",0.08165845,"Others",35.019,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",585.904
"NCI31",,"Low Fat",0.142393355,"Others",36.419,"OUT019",1985,"Small","Tier 1","Grocery Store",109.857
"NCI42",,"Low Fat",0.01031535,"Household",208.4954,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3751.1172
"NCI42",18.75,"Low Fat",0.010381661,"Household",207.8954,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2292.3494
"NCI54",,"Low Fat",0.033436336,"Household",107.3912,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3057.3536
"NCI54",15.2,"Low Fat",0.033651278,"Household",108.9912,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1965.4416
"NCI54",,"LF",0.058827583,"Household",110.4912,"OUT019",1985,"Small","Tier 1","Grocery Store",436.7648
"NCI55",18.6,"Low Fat",0.012679226,"Household",120.9414,"OUT045",2002,,"Tier 2","Supermarket Type1",2680.5108
"NCJ05",18.7,"Low Fat",0.046159928,"Health and Hygiene",152.3682,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1677.1502
"NCJ17",7.68,"Low Fat",0.152429537,"Health and Hygiene",85.5224,"OUT013",1987,"High","Tier 3","Supermarket Type1",1278.336
"NCJ18",12.35,"Low Fat",0.163910938,"Household",119.2124,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1303.6364
"NCJ18",12.35,"Low Fat",0.164196823,"Household",120.5124,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2133.2232
"NCJ19",18.6,"Low Fat",0.118180011,"Others",56.2588,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1030.6584
"NCJ19",18.6,"LF",0.118419683,"Others",58.3588,"OUT045",2002,,"Tier 2","Supermarket Type1",1545.9876
"NCJ19",18.6,"Low Fat",0.118661426,"Others",58.7588,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",858.882
"NCJ29",,"Low Fat",0.035022503,"Health and Hygiene",85.1224,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2045.3376
"NCJ29",10.6,"low fat",0.035163639,"Health and Hygiene",84.4224,"OUT013",1987,"High","Tier 3","Supermarket Type1",852.224
"NCJ30",,"LF",0.080249973,"Household",168.679,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4923.591
"NCJ30",5.82,"Low Fat",0.08062523,"Household",168.379,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1188.453
"NCJ30",5.82,"low fat",0.080765853,"Household",169.179,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2037.348
"NCJ31",,"LF",0.181769264,"Others",240.6196,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4579.3724
"NCJ31",19.2,"Low Fat",0.182653772,"Others",243.0196,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3374.2744
"NCJ31",19.2,"Low Fat",0.18293775,"Others",243.0196,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3615.294
"NCJ31",19.2,"Low Fat",0.183686937,"Others",241.8196,"OUT017",2007,,"Tier 2","Supermarket Type1",1687.1372
"NCJ42",19.75,"Low Fat",0.014301326,"Household",103.0332,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1230.3984
"NCJ42",19.75,"Low Fat",0.01433033,"Household",104.2332,"OUT045",2002,,"Tier 2","Supermarket Type1",2153.1972
"NCJ43",6.635,"Low Fat",0.027069402,"Household",174.9396,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1744.396
"NCJ43",6.635,"Low Fat",0.027222517,"Household",174.0396,"OUT017",2007,,"Tier 2","Supermarket Type1",2093.2752
"NCJ54",,"Low Fat",0.059776237,"Household",231.7642,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5344.3766
"NCJ54",9.895,"Low Fat",0.060055757,"Household",234.2642,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3717.8272
"NCJ54",9.895,"LF",0.060067115,"Household",230.6642,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4647.284
"NCK05",,"Low Fat",0.077079177,"Health and Hygiene",61.5536,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",918.804
"NCK05",20.1,"Low Fat",0.077769768,"Health and Hygiene",63.0536,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",980.0576
"NCK05",,"Low Fat",0.135612397,"Health and Hygiene",61.1536,"OUT019",1985,"Small","Tier 1","Grocery Store",61.2536
"NCK06",5.03,"Low Fat",0.008664064,"Household",119.3756,"OUT045",2002,,"Tier 2","Supermarket Type1",605.878
"NCK07",10.65,"Low Fat",0.048686689,"Others",164.1526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1808.9786
"NCK07",10.65,"Low Fat",0.048785427,"Others",163.9526,"OUT045",2002,,"Tier 2","Supermarket Type1",1644.526
"NCK07",10.65,"Low Fat",0.04896208,"Others",165.8526,"OUT017",2007,,"Tier 2","Supermarket Type1",3946.8624
"NCK17",11,"Low Fat",0.037953762,"Health and Hygiene",38.448,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1198.44
"NCK18",9.6,"Low Fat",0,"Household",163.9184,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4293.0784
"NCK18",,"Low Fat",0.006665667,"Household",164.1184,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3797.7232
"NCK18",9.6,"Low Fat",0.006708517,"Household",164.6184,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2972.1312
"NCK19",9.8,"Low Fat",0.090448534,"Others",194.5478,"OUT035",2004,"Small","Tier 2","Supermarket Type1",774.9912
"NCK19",9.8,"Low Fat",0.090649107,"Others",194.3478,"OUT045",2002,,"Tier 2","Supermarket Type1",4649.9472
"NCK19",9.8,"Low Fat",0.151420934,"Others",194.3478,"OUT010",1998,,"Tier 3","Grocery Store",387.4956
"NCK29",5.615,"LF",0,"Health and Hygiene",121.973,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2463.46
"NCK29",,"Low Fat",0,"Health and Hygiene",125.173,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3572.017
"NCK29",5.615,"Low Fat",0.12566436,"Health and Hygiene",123.473,"OUT013",1987,"High","Tier 3","Supermarket Type1",1231.73
"NCK29",5.615,"Low Fat",0.125964559,"Health and Hygiene",124.773,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2956.152
"NCK29",5.615,"Low Fat",0.126480422,"Health and Hygiene",121.573,"OUT017",2007,,"Tier 2","Supermarket Type1",3202.498
"NCK29",5.615,"Low Fat",0.210511558,"Health and Hygiene",121.373,"OUT010",1998,,"Tier 3","Grocery Store",123.173
"NCK30",14.85,"Low Fat",0.060967038,"Household",254.3698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4566.0564
"NCK53",11.6,"Low Fat",0.037581243,"Health and Hygiene",98.9042,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1488.063
"NCK53",11.6,"Low Fat",0.037639672,"Health and Hygiene",98.4042,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1388.8588
"NCK54",12.15,"Low Fat",0,"Household",117.815,"OUT017",2007,,"Tier 2","Supermarket Type1",2330.3
"NCK54",12.15,"Low Fat",0.029569276,"Household",115.015,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2912.875
"NCL05",,"Low Fat",0.047665717,"Health and Hygiene",42.177,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1255.033
"NCL05",19.6,"Low Fat",0.047857804,"Health and Hygiene",45.077,"OUT013",1987,"High","Tier 3","Supermarket Type1",605.878
"NCL05",19.6,"Low Fat",0.048092778,"Health and Hygiene",44.477,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",432.77
"NCL06",14.65,"Low Fat",0.072212787,"Household",260.9594,"OUT045",2002,,"Tier 2","Supermarket Type1",2878.2534
"NCL17",7.39,"Low Fat",0.067779712,"Health and Hygiene",143.8812,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3134.5864
"NCL17",7.39,"Low Fat",0.068163102,"Health and Hygiene",140.4812,"OUT017",2007,,"Tier 2","Supermarket Type1",2422.1804
"NCL18",18.85,"Low Fat",0.167444431,"Household",194.6136,"OUT013",1987,"High","Tier 3","Supermarket Type1",1166.4816
"NCL18",18.85,"Low Fat",0.167552202,"Household",193.1136,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2332.9632
"NCL18",18.85,"Low Fat",0.16758389,"Household",194.6136,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2721.7904
"NCL19",15.35,"Low Fat",0.015708023,"Others",143.447,"OUT045",2002,,"Tier 2","Supermarket Type1",2576.646
"NCL29",9.695,"Low Fat",0.11411658,"Health and Hygiene",158.8604,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4436.8912
"NCL30",,"Low Fat",0.048703432,"Household",125.9336,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7158.6816
"NCL30",18.1,"Low Fat",0.048931174,"Household",127.3336,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1150.5024
"NCL41",12.35,"Low Fat",0.041973712,"Health and Hygiene",35.7216,"OUT017",2007,,"Tier 2","Supermarket Type1",519.324
"NCL53",,"Low Fat",0,"Health and Hygiene",175.4028,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6729.9064
"NCL53",7.5,"Low Fat",0.036228067,"Health and Hygiene",175.2028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4427.57
"NCL54",12.6,"Low Fat",0.082921642,"Household",175.2054,"OUT045",2002,,"Tier 2","Supermarket Type1",3502.108
"NCL54",12.6,"Low Fat",0.083221904,"Household",174.5054,"OUT017",2007,,"Tier 2","Supermarket Type1",2626.581
"NCL55",12.15,"Low Fat",0.06464846,"Others",253.404,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4807.076
"NCL55",,"Low Fat",0.113212516,"Others",254.604,"OUT019",1985,"Small","Tier 1","Grocery Store",759.012
"NCM05",6.825,"Low Fat",0.059835659,"Health and Hygiene",264.3226,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4229.1616
"NCM05",6.825,"Low Fat",0.059846975,"Health and Hygiene",262.5226,"OUT046",1997,"Small","Tier 1","Supermarket Type1",9779.9362
"NCM05",6.825,"Low Fat",0.100171568,"Health and Hygiene",262.7226,"OUT010",1998,,"Tier 3","Grocery Store",264.3226
"NCM06",7.475,"Low Fat",0.075845634,"Household",156.0656,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1853.5872
"NCM07",9.395,"Low Fat",0.039928582,"Others",83.2908,"OUT013",1987,"High","Tier 3","Supermarket Type1",1258.362
"NCM19",12.65,"Low Fat",0.047237246,"Others",112.5202,"OUT046",1997,"Small","Tier 1","Supermarket Type1",787.6414
"NCM19",12.65,"Low Fat",0.047333044,"Others",113.8202,"OUT045",2002,,"Tier 2","Supermarket Type1",1800.3232
"NCM29",,"Low Fat",0.017556795,"Health and Hygiene",129.9626,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3410.2276
"NCM29",11.5,"LF",0.017642229,"Health and Hygiene",131.8626,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2885.5772
"NCM29",11.5,"Low Fat",0.01774202,"Health and Hygiene",129.6626,"OUT017",2007,,"Tier 2","Supermarket Type1",1836.2764
"NCM30",,"Low Fat",0.117825569,"Household",43.2796,"OUT019",1985,"Small","Tier 1","Grocery Store",41.2796
"NCM31",6.095,"Low Fat",0.081361288,"Others",141.9154,"OUT045",2002,,"Tier 2","Supermarket Type1",2694.4926
"NCM31",6.095,"Low Fat",0.08152738,"Others",140.3154,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1843.6002
"NCM31",6.095,"Low Fat",0.0816559,"Others",143.3154,"OUT017",2007,,"Tier 2","Supermarket Type1",2836.308
"NCM41",16.5,"Low Fat",0.035626319,"Health and Hygiene",93.112,"OUT013",1987,"High","Tier 3","Supermarket Type1",932.12
"NCM41",16.5,"Low Fat",0.035711426,"Health and Hygiene",93.612,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1584.604
